RDO:;RDO NO. 27  - CALOOCAN CITY;;;(FORMERLY RDO NO. 29-KALOOKAN CITY);
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;37;;;;
L LUPA I;RAILROAD E;RR;1,000.00;;
L LUPA II;RAILROAD E;RR;1,000.00;;
C NAMIE;SECOND AVE  MACABALO;CR;2,400.00;;
C NAMIE;SECOND AVE  MACABALO;RR;1,700.00;;
C NAMIE;SECOND AVE  MACABALO;I;2,000.00;;
GUADALARA;C NAMIE  FLORES;RR;1,000.00;;
PAKIUSAP;C NAMIE  FLORES;RR;1,000.00;;
ASTORGA;C NAMIE  BAYANI;RR;1,000.00;;
GRANDEZA;C NAMIE  ASTORGA;RR;1,000.00;;
BUSTOS;C NAMIE  ASTORGA;RR;1,100.00;;
BAYANI;C NAMIE  DEAD END;RR;1,100.00;;
BAYANI;MACABALO  BAYANI;RR;1,000.00;;
FLORES;C NAMIE  BAYANI;RR;1,000.00;;
ALL OTHER STREETS;;RR;1,000.00;;
BARANGAY:;38;;;;
SECOND AVE SOUTH;P SEVILLA MARULAS A;CR;3,200.00;;
SECOND AVE SOUTH;P SEVILLA MARULAS A;RR;1,700.00;;
SECOND AVE SOUTH;P SEVILLA MARULAS A;I;1,900.00;;
C NAMIE;2ND AVE  MANILA BDRY;CR;2,400.00;;
C NAMIE;2ND AVE  MANILA BDRY;RR;1,600.00;;
C NAMIE;2ND AVE  MANILA BDRY;I;2,000.00;;
KATIPUNAN;P SEVILLA;RR;1,700.00;;
KATIPUNAN;P SEVILLA;I;1,900.00;;
PAKIUSAP;C NAMIE;RR;1,400.00;;
ALL OTHER STREETS;;RR;1,400.00;;
BARANGAY:;39;;;;
FIRST ST  SOUTH;RIZAL AV  MANILA BDRY;CR;3,300.00;;
FIRST ST  SOUTH;RIZAL AV  MANILA BDRY;RR;2,200.00;;
FIRST ST  SOUTH;RIZAL AV  MANILA BDRY;I;2,300.00;;
J TEODORO;FIRST ST  2ND ST;CR;3,400.00;;
J TEODORO;FIRST ST  2ND ST;RR;2,500.00;;
J TEODORO;FIRST ST  2ND ST;I;2,700.00;;
RIZAL AVE WEST;FIRST  ST  MANILA  BDRY;CR;4,500.00;;
CATALINA ALLEY;RIZAL AV  OBRERO BDRY;CR;3,200.00;;
CATALINA ALLEY;RIZAL AV  OBRERO BDRY;RR;3,200.00;;
CATALINA ALLEY;RIZAL AV  OBRERO BDRY;I;2,000.00;;
ALL OTHER STREETS;;RR;1,800.00;;
BARANGAY:;40;;;;
FIRST ST NORTH;RIZAL AV  OBRERO BDRY;RR;2,200.00;;
FIRST ST NORTH;RIZAL AV  OBRERO BDRY;I;2,300.00;;
J TEODORO;FIRST ST  FIRST AVE;CR;3,400.00;;
J TEODORO;FIRST ST  FIRST AVE;RR;2,500.00;;
J TEODORO;FIRST ST  FIRST AVE;I;2,600.00;;
ALGER;FIRST ST  FIRST AVE;RR;1,800.00;;
SECOND ST SOUTH;RIZAL AV  OBRERO BDRY;RR;1,700.00;;
SECOND ST SOUTH;RIZAL AV  OBRERO BDRY;I;2,000.00;;
FIRST AVE SOUTH;RIZAL AVE  P SEVILLA;CR;3,300.00;;
FIRST AVE SOUTH;RIZAL AVE  P SEVILLA;RR;1,800.00;;
FIRST AVE SOUTH;RIZAL AVE  P SEVILLA;I;2,000.00;;
A DEL MUNDO;FIRST ST  FIRST AVE;RR;3,300.00;;
A DEL MUNDO;FIRST ST  FIRST AVE;I;2,100.00;;
F ROXAS;2ND ST  FIRST AVE;RR;1,800.00;;
F ROXAS;2ND ST  FIRST AVE;I;2,000.00;;
F ROXAS;2ND ST  FIRST AVE;RR;1,800.00;;
F ROXAS;2ND ST  FIRST AVE;I;2,000.00;;
P SEVILLA;2ND ST  FIRST AVE;RR;1,800.00;;
P SEVILLA;2ND ST  FIRST AVE;I;2,000.00;;
RIZAL AVE WEST;FIRST ST  FIRST AVE;CR;4,500.00;;
ALL OTHER STREETS;;RR;1,700.00;;
BARANGAY:;41;;;;
SECOND AVE SOUTH;RIZAL AVE  F ROXAS;CR;3,300.00;;
SECOND AVE SOUTH;J TEODORO  F ROXAS;RR;2,300.00;;
SECOND AVE SOUTH;J TEODORO  F ROXAS;I;2,600.00;;
J TEODORO;FIRST AVE  2ND AVE;CR;3,100.00;;
J TEODORO;FIRST AVE  2ND AVE;RR;3,000.00;;
J TEODORO;FIRST AVE  2ND AVE;I;2,900.00;;
A DEL MUNDO;FIRST AVE  2ND AVE;CR;2,900.00;;
A DEL MUNDO;FIRST AVE  2ND AVE;RR;2,100.00;;
A DEL MUNDO;FIRST AVE  2ND AVE;I;2,300.00;;
F ROXAS;FIRST AVE  2ND AVE;CR;2,500.00;;
F ROXAS;FIRST AVE  2ND AVE;RR;2,000.00;;
F ROXAS;FIRST AVE  2ND AVE;I;2,200.00;;
FIRST AVE NORTH;RIZAL AVE  F ROXAS;CR;3,400.00;;
FIRST AVE NORTH;RIZAL AVE  F ROXAS;RR;3,000.00;;
FIRST AVE NORTH;RIZAL AVE  F ROXAS;I;3,000.00;;
COMML BLK;RIZ  1  2  AVE  TEODORO;CR;4,000.00;;
BARANGAY:;42;;;;
SECOND AVE SOUTH;P SEVILLA  F ROXAS;CR;3,400.00;;
SECOND AVE SOUTH;P SEVILLA  F ROXAS;RR;1,900.00;;
SECOND AVE SOUTH;P SEVILLA  F ROXAS;I;2,300.00;;
P SEVILLA;FIRST AVE  SECOND AVE;RR;1,800.00;;
P SEVILLA;FIRST AVE  SECOND AVE;I;2,000.00;;
C CORDERO;FIRST AVE  SECOND AVE;RR;1,800.00;;
C CORDERO;FIRST AVE  SECOND AVE;I;2,000.00;;
F ROXAS;FIRST AVE  SECOND AVE;RR;1,900.00;;
F ROXAS;FIRST AVE  SECOND AVE;I;2,100.00;;
TANDANG SORA;SECOND AVE  1ST AVE;RR;1,400.00;;
TANDANG SORA;SECOND AVE  1ST AVE;I;1,600.00;;
KATIPUNAN;F ROXAS  P SEVILLA;RR;1,500.00;;
KATIPUNAN;F ROXAS  P SEVILLA;I;1,700.00;;
LAKAMBINI;P SEVILLA  C CORDERO;RR;1,500.00;;
LAKAMBINI;P SEVILLA  C CORDERO;I;1,600.00;;
FIRST AVE NORTH;P SEVILLA  F ROXAS;CR;3,000.00;;
FIRST AVE NORTH;P SEVILLA  F ROXAS;RR;2,100.00;;
FIRST AVE NORTH;P SEVILLA  F ROXAS;I;2,300.00;;
ALL OTHER STREETS;;RR;1,400.00;;
BARANGAY:;43;;;;
THIRD AVE SOUTH;D AQUINO  BALTAZAR;CR;2,500.00;;
THIRD AVE SOUTH;D AQUINO  BALTAZAR;RR;1,750.00;;
THIRD AVE SOUTH;D AQUINO  BALTAZAR;I;1,900.00;;
D AQUINO;2ND AVE  3RD AVE;RR;1,400.00;;
D AQUINO;2ND AVE  3RD AVE;I;1,700.00;;
L NADURATA;3RD AVE  S NADURATA;RR;1,400.00;;
L NADURATA;3RD AVE  S NADURATA;I;1,700.00;;
INTERIOR NADURATA;NADURATA  D AQUINO;RR;1,200.00;;
INTERIOR NADURATA;NADURATA  D AQUINO;I;1,300.00;;
ALL OTHER STREETS;;RR;1,200.00;;
ALL OTHER STREETS;;;;;
BARANGAY:;44;;;;
THIRD AVE SOUTH;D AQUINO  F ROXAS;CR;3,300.00;;
THIRD AVE SOUTH;D AQUINO  F ROXAS;RR;2,200.00;;
THIRD AVE SOUTH;D AQUINO  F ROXAS;I;2,600.00;;
D AQUINO;2ND AVE  3RD AVE;RR;1,600.00;;
D AQUINO;2ND AVE  3RD AVE;I;2,000.00;;
P SEVILLA;2ND AVE  3RD AVE;RR;1,800.00;;
P SEVILLA;2ND AVE  3RD AVE;I;2,000.00;;
C CORDERO;2ND AVE  3RD AVE;RR;1,700.00;;
C CORDERO;2ND AVE  3RD AVE;I;1,900.00;;
F ROXAS;2ND AVE  3RD AVE;RR;2,000.00;;
F ROXAS;2ND AVE  3RD AVE;I;2,200.00;;
SECOND AVE NORTH;D AQUINO  F ROXAS;CR;3,300.00;;
SECOND AVE NORTH;D AQUINO  F ROXAS;RR;2,200.00;;
SECOND AVE NORTH;D AQUINO  F ROXAS;I;2,600.00;;
BARANGAY:;45;;;;
THIRD AVE SOUTH;F ROXAS  J TEODORO;CR;2,800.00;;
THIRD AVE SOUTH;F ROXAS  J TEODORO;RR;2,200.00;;
THIRD AVE SOUTH;F ROXAS  J TEODORO;I;2,600.00;;
F ROXAS;3RD AVE S 2ND AVE N;CR;2,800.00;;
F ROXAS;3RD AVE S 2ND AVE N;RR;1,900.00;;
F ROXAS;3RD AVE S 2ND AVE N;I;2,100.00;;
A DEL MUNDO;3RD AVE S 2ND AVE N;CR;2,800.00;;
A DEL MUNDO;3RD AVE S 2ND AVE N;RR;1,900.00;;
A DEL MUNDO;3RD AVE S 2ND AVE N;I;2,300.00;;
J TEODORO;3RD AVE S 2ND AVE N;CR;3,300.00;;
J TEODORO;3RD AVE S 2ND AVE N;RR;2,200.00;;
J TEODORO;3RD AVE S 2ND AVE N;I;2,600.00;;
SECOND AVE NORTH;F ROXAS  J TEODORO;CR;3,300.00;;
SECOND AVE NORTH;F ROXAS  J TEODORO;RR;2,200.00;;
SECOND AVE NORTH;F ROXAS  J TEODORO;I;2,600.00;;
COMML BLK RIZAL 2ND;3RD AVES J TEODORO;CR;4,700.00;;
COMML BLK RIZAL 2ND;3RD AVES J TEODORO;;;;
BARANGAY:;46;;;;
FOURTH AVE SOUTH;D AQUINO  RAILROAD;CR;2,500.00;;
FOURTH AVE SOUTH;D AQUINO  RAILROAD;RR;1,700.00;;
FOURTH AVE SOUTH;D AQUINO  RAILROAD;I;2,100.00;;
BALTAZAR;3RD AVE  4TH AVE;RR;1,400.00;;
BALTAZAR;3RD AVE  4TH AVE;I;1,600.00;;
L NADURATA;3RD AVE  4TH AVE;RR;1,500.00;;
L NADURATA;3RD AVE  4TH AVE;I;1,800.00;;
D AQUINO;3RD AVE  4TH AVE;CR;2,500.00;;
D AQUINO;3RD AVE  4TH AVE;RR;1,700.00;;
D AQUINO;3RD AVE  4TH AVE;I;1,900.00;;
THIRD AVE NORTH;D AQUINO  BALTAZAR;CR;2,500.00;;
THIRD AVE NORTH;D AQUINO  BALTAZAR;RR;1,800.00;;
THIRD AVE NORTH;D AQUINO  BALTAZAR;I;2,100.00;;
BARANGAY:;47;;;;
FOURTH AVE SOUTH;D AQUINO  F ROXAS;CR;3,300.00;;
FOURTH AVE SOUTH;D AQUINO  F ROXAS;RR;2,200.00;;
FOURTH AVE SOUTH;D AQUINO  F ROXAS;I;2,600.00;;
D AQUINO;4TH AVE  3RD AVE;CR;2,500.00;;
D AQUINO;4TH AVE  3RD AVE;RR;1,700.00;;
D AQUINO;4TH AVE  3RD AVE;I;1,900.00;;
P SEVILLA;4TH AVE  3RD AVE;CR;2,600.00;;
P SEVILLA;4TH AVE  3RD AVE;RR;1,900.00;;
P SEVILLA;4TH AVE  3RD AVE;I;2,100.00;;
C CORDERO;4TH AVE  3RD AVE;CR;2,800.00;;
C CORDERO;4TH AVE  3RD AVE;RR;2,000.00;;
C CORDERO;4TH AVE  3RD AVE;I;2,300.00;;
F ROXAS;4TH AVE  3RD AVE;CR;3,000.00;;
F ROXAS;4TH AVE  3RD AVE;RR;2,100.00;;
F ROXAS;4TH AVE  3RD AVE;I;2,400.00;;
THIRD AVE NORTH;D AQUINO  C CORDERDO;CR;3,300.00;;
THIRD AVE NORTH;D AQUINO  C CORDERDO;RR;2,200.00;;
THIRD AVE NORTH;D AQUINO  C CORDERDO;I;2,600.00;;
BARANGAY:;48;;;;
FOURTH AVE SOUTH;C CORDERO  DEL MUNDO;CR;3,500.00;;
FOURTH AVE SOUTH;J TEODORO  F ROXAS;RR;2,200.00;;
FOURTH AVE SOUTH;J TEODORO  F ROXAS;I;2,600.00;;
F ROXAS;3RD AVE  4TH AVE;CR;3,000.00;;
F ROXAS;3RD AVE  4TH AVE;RR;2,100.00;;
F ROXAS;3RD AVE  4TH AVE;I;2,400.00;;
A DEL MUNDO;3RD AVE  4TH AVE;CR;3,300.00;;
A DEL MUNDO;3RD AVE  4TH AVE;RR;2,200.00;;
A DEL MUNDO;3RD AVE  4TH AVE;I;2,300.00;;
J TEODORO;3RD AVE  4TH AVE;CR;3,300.00;;
J TEODORO;3RD AVE  4TH AVE;RR;2,400.00;;
J TEODORO;3RD AVE  4TH AVE;I;2,800.00;;
THIRD AVE NORTH;F ROXAS  J TEODORO;CR;3,300.00;;
THIRD AVE NORTH;F ROXAS  J TEODORO;RR;2,500.00;;
THIRD AVE NORTH;F ROXAS  J TEODORO;I;2,900.00;;
COMML BLK RIZAL  3RD;4TH AVES  J TEODORO;CR;5,400.00;;
COMML BLK RIZAL  3RD;4TH AVES  J TEODORO;;;;
BARANGAY:;49;;;;
SIXT AVE SOUTH;RAILROAD  BALTAZAR;CR;2,500.00;;
SIXT AVE SOUTH;RAILROAD  BALTAZAR;RR;1,800.00;;
SIXT AVE SOUTH;RAILROAD  BALTAZAR;I;2,100.00;;
BRILLANTES;6TH AVE  S;RR;1,100.00;;
BRILLANTES;6TH AVE  S;I;1,300.00;;
BALTAZAR WEST;4TH AVE  6TH AVE;RR;1,400.00;;
BALTAZAR WEST;4TH AVE  6TH AVE;I;1,600.00;;
FOURTH AVE NORTH;RAILROAD  BALTAZAR;CR;2,500.00;;
FOURTH AVE NORTH;RAILROAD  BALTAZAR;RR;1,800.00;;
FOURTH AVE NORTH;RAILROAD  BALTAZAR;I;2,100.00;;
FOURTH AVE NORTH;RAILROAD  BALTAZAR;;;;
FOURTH AVE NORTH;RAILROAD  BALTAZAR;;;;
BARANGAY:;50;;;;
FIFTH AVE SOUTH;BALTAZAR  C CORDERO;CR;3,300.00;;
FIFTH AVE SOUTH;BALTAZAR  C CORDERO;RR;2,200.00;;
FIFTH AVE SOUTH;BALTAZAR  C CORDERO;I;2,600.00;;
BALTAZAR;4TH AVE  5TH AVE;CR;2,000.00;;
BALTAZAR;4TH AVE  5TH AVE;RR;1,400.00;;
BALTAZAR;4TH AVE  5TH AVE;I;1,600.00;;
L NADURATA;4TH AVE  5TH AVE;CR;2,300.00;;
L NADURATA;4TH AVE  5TH AVE;RR;2,300.00;;
L NADURATA;4TH AVE  5TH AVE;I;1,900.00;;
D AQUINO;4TH AVE  5TH AVE;CR;2,600.00;;
D AQUINO;4TH AVE  5TH AVE;RR;1,800.00;;
D AQUINO;4TH AVE  5TH AVE;I;2,100.00;;
P SEVILLA;4TH AVE  5TH AVE;CR;2,800.00;;
P SEVILLA;4TH AVE  5TH AVE;RR;1,900.00;;
P SEVILLA;4TH AVE  5TH AVE;I;2,300.00;;
C CORDERO;4TH AVE  5TH AVE;CR;2,900.00;;
C CORDERO;4TH AVE  5TH AVE;RR;2,000.00;;
C CORDERO;4TH AVE  5TH AVE;I;2,400.00;;
FOURTH AVE NORTH;BALTAZAR  C CORDERO;CR;3,300.00;;
FOURTH AVE NORTH;BALTAZAR  C CORDERO;RR;2,200.00;;
FOURTH AVE NORTH;BALTAZAR  C CORDERO;I;2,600.00;;
BARANGAY:;51;;;;
FIFTH AVE SOUTH;C CORDERO  D MUNDO  W;CR;4,100.00;;
FIFTH AVE SOUTH;C CORDERO  D MUNDO  W;RR;2,700.00;;
FIFTH AVE SOUTH;C CORDERO  D MUNDO  W;I;3,200.00;;
C CORDERO;5TH AVE  4TH AVE;CR;2,900.00;;
C CORDERO;5TH AVE  4TH AVE;RR;2,100.00;;
C CORDERO;5TH AVE  4TH AVE;I;2,600.00;;
F ROXAS;5TH AVE  4TH AVE;CR;3,300.00;;
F ROXAS;5TH AVE  4TH AVE;RR;2,200.00;;
F ROXAS;5TH AVE  4TH AVE;I;2,600.00;;
A DEL MUNDO;5TH AVE  4TH AVE;RR;2,300.00;;
A DEL MUNDO;5TH AVE  4TH AVE;I;2,700.00;;
A DEL MUNDO;5TH AVE  4TH AVE;CR;3,300.00;;
FOURTH AVE NORTH;C CORDERO  DEL MUNDO;RR;1,900.00;;
FOURTH AVE NORTH;C CORDERO  DEL MUNDO;I;2,100.00;;
FOURTH AVE NORTH;C CORDERO  DEL MUNDO;CR;4,100.00;;
COMML BLK;4TH  5TH AVES  D MUNDO;CR;5,600.00;;
COMML BLK;4TH  5TH AVES  D MUNDO;;;;
BARANGAY:;52;;;;
SEVENTH AVE SOUTH;RAILROAD  SEVILLA;CR;3,300.00;;
SEVENTH AVE SOUTH;RAILROAD  SEVILLA;RR;2,100.00;;
SEVENTH AVE SOUTH;RAILROAD  SEVILLA;I;2,400.00;;
YABUT;7TH AVE S;RR;1,100.00;;
BRIONES;7TH AVE S;RR;1,100.00;;
BRILLANTES;7TH AVE  6TH AVE;RR;1,100.00;;
S BALTAZAR;7TH AVE  6TH AVE;RR;1,100.00;;
V SEVILLA;7TH AVE  6TH AVE;RR;1,500.00;;
BALTAZAR;7TH AVE  6TH AVE;CR;2,500.00;;
BALTAZAR;7TH AVE  6TH AVE;RR;1,600.00;;
BALTAZAR;7TH AVE  6TH AVE;I;1,900.00;;
SIXTH AVE NORTH;BRILLANTES  SEVILLA;CR;3,300.00;;
SIXTH AVE NORTH;BRILLANTES  SEVILLA;RR;2,000.00;;
SIXTH AVE NORTH;BRILLANTES  SEVILLA;I;2,400.00;;
SIXTH AVE NORTH;BRILLANTES  SEVILLA;;;;
BARANGAY:;53;;;;
SEVENTH AVE SOUTH;BALTAZAR  D AQUINO;CR;3,700.00;;
SEVENTH AVE SOUTH;BALTAZAR  D AQUINO;RR;2,000.00;;
SEVENTH AVE SOUTH;BALTAZAR  D AQUINO;I;2,400.00;;
SIXTH AVE NORTH;BALTAZAR  D AQUINO;CR;3,400.00;;
SIXTH AVE NORTH;BALTAZAR  D AQUINO;RR;2,100.00;;
SIXTH AVE NORTH;BALTAZAR  D AQUINO;I;2,400.00;;
FIFTH AVE NORTH;BALTAZAR  D AQUINO;CR;3,700.00;;
FIFTH AVE NORTH;BALTAZAR  D AQUINO;RR;2,000.00;;
FIFTH AVE NORTH;BALTAZAR  D AQUINO;I;2,400.00;;
BALTAZAR;7TH AVE  5TH AVE;CR;2,400.00;;
BALTAZAR;7TH AVE  5TH AVE;RR;1,600.00;;
BALTAZAR;7TH AVE  5TH AVE;I;1,900.00;;
L NADURATA;7TH AVE  5TH AVE;CR;2,900.00;;
L NADURATA;7TH AVE  5TH AVE;RR;1,800.00;;
L NADURATA;7TH AVE  5TH AVE;I;2,100.00;;
D AQUINO;7TH AVE  5TH AVE;CR;3,200.00;;
D AQUINO;7TH AVE  5TH AVE;RR;1,900.00;;
D AQUINO;7TH AVE  5TH AVE;I;2,300.00;;
D AQUINO;7TH AVE  5TH AVE;;;;
BARANGAY:;54;;;;
D AQUINO;6TH AVE  7TH AVE;CR;3,300.00;;
D AQUINO;6TH AVE  7TH AVE;RR;2,600.00;;
D AQUINO;6TH AVE  7TH AVE;I;2,200.00;;
P SEVILLA;6TH AVE  7TH AVE;CR;3,300.00;;
P SEVILLA;6TH AVE  7TH AVE;RR;2,000.00;;
P SEVILLA;6TH AVE  7TH AVE;I;2,400.00;;
C CORDERO;6TH AVE  7TH AVE;CR;3,300.00;;
C CORDERO;6TH AVE  7TH AVE;RR;2,200.00;;
C CORDERO;6TH AVE  7TH AVE;I;2,600.00;;
F ROXAS;6TH AVE  7TH AVE;CR;3,700.00;;
F ROXAS;6TH AVE  7TH AVE;RR;2,300.00;;
F ROXAS;6TH AVE  7TH AVE;I;2,700.00;;
A DEL MUNDO;6TH AVE  7TH AVE;CR;3,700.00;;
A DEL MUNDO;6TH AVE  7TH AVE;RR;2,500.00;;
A DEL MUNDO;6TH AVE  7TH AVE;I;2,600.00;;
J TEODORO;6TH AVE  7TH AVE;CR;4,100.00;;
J TEODORO;6TH AVE  7TH AVE;RR;2,800.00;;
J TEODORO;6TH AVE  7TH AVE;I;3,200.00;;
SIXTH AVE NORTH;D AQUINO  J TEODORO;CR;4,100.00;;
SIXTH AVE NORTH;D AQUINO  J TEODORO;RR;2,800.00;;
SIXTH AVE NORTH;D AQUINO  J TEODORO;I;3,200.00;;
SEVENTH AVE SOUTH;D AQUINO  J TEODORO;CR;4,000.00;;
SEVENTH AVE SOUTH;D AQUINO  J TEODORO;RR;2,800.00;;
SEVENTH AVE SOUTH;D AQUINO  J TEODORO;I;3,100.00;;
COMML BLK;RIZAL  6TH AVE CARPIO;CR;6,100.00;;
BARANGAY:;55;;;;
FIFTH AVE NORTH;D AQUINO  J TEODORO;CR;4,000.00;;
FIFTH AVE NORTH;D AQUINO  J TEODORO;RR;2,700.00;;
FIFTH AVE NORTH;D AQUINO  J TEODORO;I;3,200.00;;
SIXTH AVE SOUTH;D AQUINO  J TEODORO;CR;4,000.00;;
SIXTH AVE SOUTH;D AQUINO  J TEODORO;RR;2,800.00;;
SIXTH AVE SOUTH;D AQUINO  J TEODORO;I;3,100.00;;
D AQUINO;5TH AVE  6TH AVE;CR;2,900.00;;
D AQUINO;5TH AVE  6TH AVE;RR;1,900.00;;
D AQUINO;5TH AVE  6TH AVE;I;2,100.00;;
P SEVILLA;5TH AVE  6TH AVE;CR;3,200.00;;
P SEVILLA;5TH AVE  6TH AVE;RR;2,000.00;;
P SEVILLA;5TH AVE  6TH AVE;I;2,400.00;;
C CORDERO;5TH AVE  6TH AVE;CR;3,300.00;;
C CORDERO;5TH AVE  6TH AVE;RR;2,200.00;;
C CORDERO;5TH AVE  6TH AVE;I;2,600.00;;
F ROXAS;5TH AVE  6TH AVE;CR;3,700.00;;
F ROXAS;5TH AVE  6TH AVE;RR;2,300.00;;
F ROXAS;5TH AVE  6TH AVE;I;2,700.00;;
A DEL MUNDO;5TH AVE  6TH AVE;CR;3,700.00;;
A DEL MUNDO;5TH AVE  6TH AVE;RR;2,400.00;;
A DEL MUNDO;5TH AVE  6TH AVE;I;2,600.00;;
J TEODORO;5TH AVE  6TH AVE;CR;4,000.00;;
J TEODORO;5TH AVE  6TH AVE;RR;2,800.00;;
J TEODORO;5TH AVE  6TH AVE;I;3,200.00;;
COMML BLK;RIZAL  5TH AVE  SUSANO;CR;6,100.00;;
COMML BLK;RIZAL  5TH AVE  SUSANO;;;;
BARANGAY:;56;;;;
EIGHT AVE SOUTH;RAILROAD  BALTAZAR;CR;3,300.00;;
EIGHT AVE SOUTH;RAILROAD  BALTAZAR;RR;2,000.00;;
EIGHT AVE SOUTH;RAILROAD  BALTAZAR;I;2,400.00;;
SEVENTH AVE NORTH;RAILROAD  BALTAZAR;CR;3,200.00;;
SEVENTH AVE NORTH;RAILROAD  BALTAZAR;RR;2,000.00;;
SEVENTH AVE NORTH;RAILROAD  BALTAZAR;I;2,400.00;;
BRILLANTES;8TH AVE  7TH AVE;RR;1,100.00;;
P GALAURAN;8TH AVE  7TH AVE;RR;1,100.00;;
BALTAZAR;8TH AVE  7TH AVE;CR;2,400.00;;
BALTAZAR;8TH AVE  7TH AVE;RR;1,600.00;;
BALTAZAR;8TH AVE  7TH AVE;I;1,900.00;;
NARRA;BALTAZAR;RR;1,100.00;;
YAKAL;BALTAZAR;RR;1,100.00;;
IPIL;BALTAZAR;RR;1,100.00;;
BARANGAY:;57;;;;
EIGHT AVE SOUTH;BALTAZAR  C CORDERO;CR;4,000.00;;
EIGHT AVE SOUTH;BALTAZAR  C CORDERO;RR;2,800.00;;
EIGHT AVE SOUTH;BALTAZAR  C CORDERO;I;3,100.00;;
SEVENTH AVE NORTH;BALTAZAR  C CORDERO;CR;4,000.00;;
SEVENTH AVE NORTH;BALTAZAR  C CORDERO;RR;2,700.00;;
SEVENTH AVE NORTH;BALTAZAR  C CORDERO;I;3,100.00;;
BALTAZAR;7TH AVE  8TH AVE;CR;2,400.00;;
BALTAZAR;7TH AVE  8TH AVE;RR;1,600.00;;
BALTAZAR;7TH AVE  8TH AVE;I;1,900.00;;
L NADURATA;7TH AVE  8TH AVE;CR;2,400.00;;
L NADURATA;7TH AVE  8TH AVE;RR;1,700.00;;
L NADURATA;7TH AVE  8TH AVE;I;2,000.00;;
D AQUINO;7TH AVE  8TH AVE;CR;3,200.00;;
D AQUINO;7TH AVE  8TH AVE;RR;1,900.00;;
D AQUINO;7TH AVE  8TH AVE;I;2,200.00;;
P SEVILLA;7TH AVE  8TH AVE;CR;3,200.00;;
P SEVILLA;7TH AVE  8TH AVE;RR;2,400.00;;
P SEVILLA;7TH AVE  8TH AVE;I;2,700.00;;
C CORDERO;7TH AVE  8TH AVE;CR;3,200.00;;
C CORDERO;7TH AVE  8TH AVE;RR;2,200.00;;
C CORDERO;7TH AVE  8TH AVE;I;2,500.00;;
C CORDERO;7TH AVE  8TH AVE;;;;
BARANGAY:;58;;;;
EIGHT AVE SOUTH;C CORDERO  J TEODORO;CR;5,000.00;;
EIGHT AVE SOUTH;C CORDERO  J TEODORO;RR;3,200.00;;
EIGHT AVE SOUTH;C CORDERO  J TEODORO;I;3,700.00;;
SEVENTH AVE NORTH;C CORDERO  J TEODORO;CR;4,800.00;;
SEVENTH AVE NORTH;C CORDERO  J TEODORO;RR;3,200.00;;
SEVENTH AVE NORTH;C CORDERO  J TEODORO;I;3,600.00;;
C CORDERO;7TH AVE  8TH AVE;CR;4,000.00;;
C CORDERO;7TH AVE  8TH AVE;RR;2,600.00;;
C CORDERO;7TH AVE  8TH AVE;I;2,900.00;;
F ROXAS;7TH AVE  8TH AVE;CR;4,200.00;;
F ROXAS;7TH AVE  8TH AVE;RR;2,600.00;;
F ROXAS;7TH AVE  8TH AVE;I;2,900.00;;
A DEL MUNDO;7TH AVE  8TH AVE;CR;4,200.00;;
A DEL MUNDO;7TH AVE  8TH AVE;RR;2,800.00;;
A DEL MUNDO;7TH AVE  8TH AVE;I;3,300.00;;
J TEODORO;7TH AVE  8TH AVE;CR;4,800.00;;
J TEODORO;7TH AVE  8TH AVE;RR;3,200.00;;
J TEODORO;7TH AVE  8TH AVE;I;3,600.00;;
COMMERCIAL BLK;7TH 8TH AVES TEODORO;CR;6,800.00;;
COMMERCIAL BLK;7TH 8TH AVES TEODORO;;;;
BARANGAY:;59;;;;
NINTH AVE SOUTH;RAILROAD  BALTAZAR;CR;3,200.00;;
NINTH AVE SOUTH;RAILROAD  BALTAZAR;RR;2,000.00;;
NINTH AVE SOUTH;RAILROAD  BALTAZAR;I;2,400.00;;
P GALAURAN;8TH AVE  9TH AVE;RR;1,400.00;;
BALTAZAR;8TH AVE  9TH AVE;CR;2,400.00;;
BALTAZAR;8TH AVE  9TH AVE;RR;1,600.00;;
BALTAZAR;8TH AVE  9TH AVE;I;1,900.00;;
P SANTIAGO;9TH AVE S;RR;1,200.00;;
ALVAREZ;9TH AVE S;RR;1,200.00;;
EIGHT AVE NORTH;RAILROAD  BALTAZAR;CR;3,100.00;;
EIGHT AVE NORTH;RAILROAD  BALTAZAR;RR;2,000.00;;
EIGHT AVE NORTH;RAILROAD  BALTAZAR;I;2,400.00;;
A DE LEON;P GALAURAN  BALTAZAR;RR;1,400.00;;
MASAABELLE;P GALAURAN  BALTAZAR;RR;1,400.00;;
BERNADETTE;P GALAURAN  BALTAZAR;RR;1,400.00;;
BERNADETTE;P GALAURAN  BALTAZAR;;;;
BARANGAY:;60;;;;
TENTH AVE NORTH;BALTAZAR  D AQUINO;CR;4,800.00;;
TENTH AVE NORTH;BALTAZAR  D AQUINO;RR;3,100.00;;
TENTH AVE NORTH;BALTAZAR  D AQUINO;I;3,400.00;;
NINTH AVE NORTH;BALTAZAR  D AQUINO;CR;3,900.00;;
NINTH AVE NORTH;BALTAZAR  D AQUINO;RR;2,700.00;;
NINTH AVE NORTH;BALTAZAR  D AQUINO;I;3,100.00;;
