B.A. CRUZ ST.;MANINGNING;RR;800.00;;
BAUTISTA ST.;;RR;800.00;;
B. PAG-ASA ST.;RIZAL AVE. TO S. MATEO;CR;2,000.00;;
B. PAG-ASA ST.;RIZAL AVE. TO S. MATEO;RR;2,000.00;;
B. PAG-ASA ST.;S. MATEO TO 20-1 SUBD. EAST;RR;700.00;;
BATONG DALIG;;RR;700.00;;
BUEN-MAR SUBD.;;RR;700.00;;
CABRERA ROAD;SITIO BUROL;RR;700.00;;
CALLEJON I;;RR;800.00;;
CALLEJON II;;RR;800.00;;
CIUDAD DEL SOL (PART);;RR;700.00;;
COLOSSIANS (THES.) SUBD.;;RR;700.00;;
CORTEZ ST.;;RR;800.00;;
CRESDAVILLE SUBD.;;RR;1,000.00;;
CRESDAVILLE SUBD. II;;RR;700.00;;
DIVIDEND HOMES;;RR;700.00;;
EL MONTEVERDE SUBD.;;RR;1,000.00;;
G. DEL ROSARIO ST.;;RR;800.00;;
GONZAGA ST.;;RR;800.00;;
GONZALES ST.;;RR;800.00;;
HALINA ST.;;RR;800.00;;
HULONG BANGIAD;;RR;700.00;;
IBAÑEZ ST. (PART);;RR;600.00;;
ILOG PUGAD;;RR;700.00;;
KADALAGAHAN ST. EXT.;;RR;800.00;;
KAPALARAN SUBD.;;RR;700.00;;
MADLANGHAYA ST.;;RR;800.00;;
MAHINAHON ST.;;RR;800.00;;
MAYOR E. I. CRUZ ST.;;RR;800.00;;
MERALCO SUBD.;;RR;1,000.00;;
MIRANDA SUBD.;;RR;700.00;;
MITHI ST.;;RR;800.00;;
MLA. EAST ROAD;;CR;5,000.00;;
MLA. EAST ROAD;;RR;1,500.00;;
MONTEVERDE ROYALE;;RR;1,000.00;;
NAVAL ST.;;RR;800.00;;
ORTAÑEZ SUBD.;;RR;200.00;;
PARAMDAM ST.;;RR;800.00;;
CITY/MUNICIPALITY:;TAYTAY;;;;
BARANGAY:;SAN JUAN (Continuation);;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
PAWID ROAD;;RR;800.00;;
RIZAL AVE.;;I;6,000.00;;
RIZAL AVE.;;CR;6,000.00;;
R. OCAMPO ST.;;RR;800.00;;
ROSARIO ST.;;RR;800.00;;
ROYAL SUBD.;;RR;800.00;;
SALAMAT ST.;;RR;800.00;;
SALAZAR ST.;;RR;800.00;;
SAPANG PILA;;RR;700.00;;
S. MATEO ST.;RIZAL AVE.-PAG-ASA;RR;2,000.00;;
S. MATEO ST.;RIZAL - CRK NR CRUZ;RR;700.00;;
TEODORO ST.;;RR;800.00;;
TWENTY TO ONE SUBD. (PART);;RR;700.00;;
VELASQUEZ ST.;BANGIAD;RR;700.00;;
VICTORIA ST.;;RR;800.00;;
ALL OTHER STREETS;LEADING FROM H-WAY 2000-TAYTAY MARKET;RR;1,500.00;;
ALL OTHER STREETS;W/IN A RADIUS OF 500M FR. PUBLIC MARKET;RR;2000.00;;
ALL OTHER SUBDIVISIONS;;RR;700.00;;
ALL OTHER SUBDIVISIONS;;GP;150.00;;
CITY/MUNICIPALITY:;TAYTAY;;;;
BARANGAY:;STA ANA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;1ST REVISION ZV/SQ.M.;;
ADHIKA ST;;RR;700.00;;
AMIHAN ST.;;RR;700.00;;
B.A. CRUZ ST.;MANINGNING;RR;700.00;;
B. PAG-ASA ST.;;RR;700.00;;
BUEN-MAR II SUBD.;;RR;600.00;;
E. MATEO SUBD.;;RR;600.00;;
ISAGANI ST.;;RR;800.00;;
J. ASILO ST.;;RR;700.00;;
MARIA CLARA ST.;;RR;800.00;;
MASIGLA ST.;;RR;700.00;;
M. LOYOLA ST.;;RR;700.00;;
MORGA ST. (M.C. ISON);;RR;700.00;;
P. OCAMPO ST.;;RR;700.00;;
SILAHIS ST.;;RR;700.00;;
TUDELA CMPD.;;RR;600.00;;
VILLANUEVA ST.;;RR;700.00;;
ALL OTHER STREETS;;RR;600.00;;
ALL OTHER STREETS;;GP;150.00;;
CERTAIN GUIDELINES IN THE IMPLEMENTATIONOF ZONAL VALUATION OF REAL PROPERTIES FOR;;;;;
1.  NO PREVIOUS SALE OF PROPERTY OF A PARTICULAR CLASSIFICATION.;;;;;
WHERE IN APPROVED LISTING OF ZONAL VALUES (FOR VARIOUS     CLASSIFICATIONS OF REAL PROPERTY), NO VALUE HAS BEEN PRESCRIBED     FOR A PARTICULAR CLASSIFICATION, THE ZONAL VALUE PRESCRBIED FOR     THE SAME CLASS OF REAL PROPERTY LOCATED IN THE ADJACENT BARANGAY     OF SIMILAR CONDITIONS SHALL BE USED.;;;;;
2.  NO PREVIOUS SALE OF PROPERTY OF ANY CLASSIFICATION.;;;;;
IN A BARANGAY WHERE NO SALE, EXCHANGE OR OTHER DISPOSITION     OF LAND HAS BEEN EFFECTED, THE APPROVED ZONAL VALUE OF A SIMILARLY     SITUATED PROPERTY IN AN ADJACENT BARANGAY OF SIMILAR CONDITIONS,     SHALL BE USED.;;;;;
3.  DIVISION OF A BARANGAY.;;;;;
IN THE EVENT THAT AN EXISTING BARANGAY IS DIVIDED INTO TWO     OR MORE BARANGAYS, THE ZONAL VALUES PRESCRIBED FRO THE EXISTING     BARANGAY SHALL BE USED FOR THE NEWLY CREATED BARANGAY.;;;;;
4.  COMMERCIAL.;;;;;
"          ALL REAL PROPERTIES, REGARDLESS OF ACTUAL USE, LOCATED IN A     STREET/BARANGAY/ZONE, THE USE OF WHICH ARE PREDOMINANTLY      ""COMMERCIAL"" SHALL BE CONSIDERED AS ""COMMERCIAL"" FOR PURPOSES OF      ZONAL VALUATION.";;;;;
5.  VALUES OF CONDOMINIUM AND TOWNHOUSES.;;;;;
IN DETERMINING OR ARRIVING AT THE ZONAL VALUES FOR CONDOMI-     NIUMS AND TOWNHOUSES, THE VALUE OF THE LAND AS WELL AS THE VALUE     OF THE BUILDING SHALL BE TREATED AS ONE, IF THE TITLE IS A CCT     OR CONDOMINIUM CERTIFICATE OF TITLE.  HOWEVER, IF THE TITLE IS A      TCT OR TRANSFER CERTIFICATE OF TITLE, LAND AND IMPROVEMENTS SHALL     BE GIVEN SEPARATE VALUES.;;;;;
THE GROUND FLOOR OR A CONDOMINIUM SHALL BE CLASSIFIED AS     COMMERCIAL AND 20% OF THE ESTABLISHED VALUE SHALL BE ADDED     THERETO.;;;;;
6. AREA FOR PRIORITY DEVELOPMENT (APD).;;;;;
THESE ARE AREAS IDENTIFIED AS AREAS FOR PRIORITY DEVELOPMENT     CERTIFIED TO AS SUCH BY THE HOUSING AND LAND USE REGULATORY BOARD     (HLRB).  IF IT IS UTILIZED FOR SOCIAL HOUSING, IT SHALL BE CERTI-     FIED TO AS SUCH BY THE PROPER GOVERNMENT AGENCY, E.G., PRESIDEN-     TIAL COMMISSION ON URBAN POOR (PCUP), NATIONAL HOUSING AUTHORITY     (NHA), ETC.;;;;;
7.  ZONAL VALUE OR FMV ESTABLISHED IN THE SCHEDULE OF VALUES OF     ASSESSORS.;;;;;
"          THE ZONAL VALUES EXTABLISHED HEREIN SHALL APPLY IN COMPUTING     ALL INTERNAL REVENUE TAXES PROVIDED THAT THE CAPITAL GAINS TAX     FROM SALES, EXCHANGES, OR OTHER DISPOSITIONS OF REAL PROPERTY     CLASSIFIED AS CAPITAL ASSET, INCLUDING ""PACTO DE RETRO"" SALES AND     AND OTHER FORMS OF CONDITIONAL SALES, BY INDIVIDUAL, ESTATES AND      TRUSTS, SHALL BE TAXED AT THE RATE OF 5% BASED ON GROSS SELLING     PRICE, IF THE CONSIDERATION IS HIGHER THAN THE ZONAL VALUES HEREIN     ESTABLISHED.";;;;;
PROVIDED, HOWEVER, THAT THE VALUE OF THE PROPERTY TO BE     USED IN COMPUTING ALL INTERNAL REVENUE TAXES SHALL BE (1) THE     FAIR MARKET VALUE AS DETERMINED BY THE COMMISSIONER OF INTERNAL     REVENUE (I.E., ZONAL VALUES) OR (2) THE FAIR MARKET VALUE AS     SHOWN IN THE SCHEDULE OF VALUES OF THE PROVINCIAL AND CITY     ASSESSORS, WHICHEVER IS HIGHER.;;;;;
D-1/WPC;;;;;
