RDO:;RDO NO. 40 - CUBAO QUEZON CITY;;;;
CONDOMINIUM;QUIRINO 4;RC;25,000.00;;
CONDOMINIUM;QUIRINO 4;CC;30,000.00;;
BARANGAY:;PINAGKAISAHAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
EDSA;CUBAO;CR;30,000.00;;
E.GARCIA (MINNESOTA);CUBAO;RR;9,000.00;;
E.GARCIA (MINNESOTA);CUBAO;CR;10,000.00;;
E. RODRIGUEZ SR. AVE.;CUBAO;CR;18,000.00;;
E. RODRIGUEZ SR. AVE.;CUBAO;RR;15,000.00;;
CHICAGO;CUBAO;RR;9,000.00;;
DENVER;CUBAO;RR;9,000.00;;
F. MANALO;CUBAO;RR;9,000.00;;
J. JIMENEZ;CUBAO;RR;9,000.00;;
MARYLAND;CUBAO;RR;9,000.00;;
NEW ORLEANS;CUBAO;RR;9,000.00;;
NEW YORK;CUBAO;RR;12,000.00;;
NEW YORK;CUBAO;CR;16,000.00;;
SGT. CATOLOS;CUBAO;RR;9,000.00;;
ALL OTHER STREETS;CUBAO;RR;9,000.00;;
ALL OTHER STREETS;CUBAO;CR;10,800.00;;
TOWNHOUSE (CCT);CUBAO;RC;20,000.00;;
CONDOMINIUM;CUBAO;RC;25,000.00;;
CONDOMINIUM;CUBAO;CC;30,000.00;;
BARANGAY:;QUIRINO  2-A;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ANONAS;QUIRINO 2;RR;9,000.00;;
ANONAS;QUIRINO 2;CR;15,000.00;;
CHICO;QUIRINO 2;RR;8,000.00;;
LANZONES;QUIRINO 2;RR;8,000.00;;
MARANG;QUIRINO 2;RR;8,000.00;;
NARANGHITA;QUIRINO 2;RR;8,000.00;;
PAJO;QUIRINO 2;RR;8,000.00;;
RIMAS;QUIRINO 2;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO 2;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO 2;CR;9,600.00;;
TOWNHOUSE (CCT);QUIRINO 2;RC;20,000.00;;
CONDOMINIUM;QUIRINO 2;RC;25,000.00;;
CONDOMINIUM;QUIRINO 2;CC;30,000.00;;
BARANGAY:;QUIRINO  2-B;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ANONAS;QUIRINO 2;RR;9,000.00;;
ANONAS;QUIRINO 2;CR;15,000.00;;
BIGNAY;QUIRINO 2;RR;7,000.00;;
CHICO;QUIRINO 2;RR;7,000.00;;
DURIAN;QUIRINO 2;RR;7,000.00;;
GUYABANO;QUIRINO 2;RR;7,000.00;;
LANGKA;QUIRINO 2;RR;7,000.00;;
LANZONES;QUIRINO 2;RR;7,000.00;;
NARANGHITA;QUIRINO 2;RR;7,000.00;;
PAJO;QUIRINO 2;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 2;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 2;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO 2;RC;20,000.00;;
CONDOMINIUM;QUIRINO 2;RC;25,000.00;;
CONDOMINIUM;QUIRINO 2;CC;30,000.00;;
CONDOMINIUM;QUIRINO 2;;;;
BARANGAY:;QUIRINO  2-C;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
BIGNAY;QUIRINO 2;RR;7,000.00;;
CHICO;QUIRINO 2;RR;7,000.00;;
DURIAN;QUIRINO 2;RR;7,000.00;;
GUYABANO;QUIRINO 2;RR;7,000.00;;
PAJO;QUIRINO 2;RR;7,000.00;;
SINEGUELAS;QUIRINO 2;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 2;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO 2;CR;8,400.00;;
TOWNHOUSE (CCT);QUIRINO 2;RC;20,000.00;;
CONDOMINIUM;QUIRINO 2;RC;25,000.00;;
CONDOMINIUM;QUIRINO 2;CC;30,000.00;;
BARANGAY:;QUIRINO 3-A;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BOULEVARD;ST. JOSEPH - QUIRINO;RR;20,000.00;;
AURORA BOULEVARD;ST. JOSEPH - QUIRINO;CR;25,000.00;;
ANONAS;ST. JOSEPH - QUIRINO;RR;9,000.00;;
ANONAS;ST. JOSEPH - QUIRINO;CR;10,000.00;;
DAPDAP;ST. JOSEPH - QUIRINO;RR;8,000.00;;
MOLAVE;ST. JOSEPH - QUIRINO;RR;8,000.00;;
MOLAVE;ST. JOSEPH - QUIRINO;CR;9,000.00;;
NARRA;ST. JOSEPH - QUIRINO;RR;8,000.00;;
TINDALO;ST. JOSEPH - QUIRINO;RR;8,000.00;;
ALL OTHER STREETS;ST. JOSEPH - QUIRINO;RR;8,000.00;;
ALL OTHER STREETS;ST. JOSEPH - QUIRINO;CR;9,000.00;;
TOWNHOUSE (CCT);ST. JOSEPH - QUIRINO;RC;20,000.00;;
CONDOMINIUM;ST. JOSEPH - QUIRINO;RC;25,000.00;;
CONDOMINIUM;ST. JOSEPH - QUIRINO;CC;30,000.00;;
CONDOMINIUM;ST. JOSEPH - QUIRINO;;;;
BARANGAY:;SAN MARTIN DE PORES;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
EDSA;AURORA BLVD. - P. TUASON;CR;30,000.00;;
EDSA;AURORA BLVD. - P. TUASON;RR;20,000.00;;
AURORA BLVD;BENITEZ - EDSA;CR;23,000.00;;
ARAYAT;CUBAO;RR;8,000.00;;
ARAYAT;CUBAO;CR;9,000.00;;
BANAHAW;CUBAO;RR;8,000.00;;
BENITEZ;CUBAO;RR;8,000.00;;
BENITEZ;CUBAO;APD;0.00;APD - NO. 1 SAN MARTIN DE PORES   N -  ARAYAT ST.    E -  ZAMBALES ST.    S -  BANAHAW  NW - C. BENITEZ;
IRID;CUBAO;RR;8,000.00;;
MALABITO;CUBAO;RR;8,000.00;;
MATABA;CUBAO;RR;8,000.00;;
MATULID;CUBAO;RR;8,000.00;;
PINATUBO;CUBAO;RR;8,000.00;;
ZAMBALES;CUBAO;RR;8,000.00;;
ALL OTHER STREETS;CUBAO;RR;8,000.00;;
ALL OTHER STREETS;CUBAO;CR;9,000.00;;
TOWNHOUSE (CCT);CUBAO;RC;20,000.00;;
CONDOMINIUM;CUBAO;RC;25,000.00;;
CONDOMINIUM;CUBAO;CC;30,000.00;;
BARANGAY:;SAN ROQUE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BLVD;QUIRINO/MURPHY;CR;25,000.00;;
AURORA BLVD;QUIRINO/MURPHY;X;15,000.00;;
B.SERRANO (SANTOLAN);QUIRINO/MURPHY;RR;8,000.00;;
B.SERRANO (SANTOLAN);QUIRINO/MURPHY;CR;10,000.00;;
BASA COMPOUND;QUIRINO/MURPHY;RR;8,000.00;;
CRAME B. LIPUNAN;QUIRINO/MURPHY;RR;8,000.00;;
D. SILANG;QUIRINO/MURPHY;RR;8,000.00;;
DIOQUINO;QUIRINO/MURPHY;RR;8,000.00;;
DON JOSE;QUIRINO/MURPHY;RR;8,000.00;;
EAST AVE. CRAME;QUIRINO/MURPHY;RR;8,000.00;;
EAST ROAD;QUIRINO/MURPHY;RR;8,000.00;;
1ST TO 6TH CAMARILLA;QUIRINO/MURPHY;RR;9,000.00;;
15TH AVENUE;QUIRINO/MURPHY;RR;10,000.00;;
15TH AVENUE;QUIRINO/MURPHY;CR;15,000.00;;
16TH - 17TH AVENUE;QUIRINO/MURPHY;RR;9,000.00;;
18TH - 19TH AVENUE;QUIRINO/MURPHY;RR;9,000.00;;
20TH AVENUE;QUIRINO/MURPHY;RR;9,000.00;;
20TH AVENUE;QUIRINO/MURPHY;CR;15,000.00;;
J. P. RIZAL;QUIRINO/MURPHY;RR;8,000.00;;
J. P. RIZAL;QUIRINO/MURPHY;CR;10,000.00;;
MAIN AVENUE;QUIRINO/MURPHY;RR;8,000.00;;
MONTEREY;QUIRINO/MURPHY;RR;8,000.00;;
MIRASOL;QUIRINO/MURPHY;RR;8,000.00;;
KALANTIAW;QUIRINO/MURPHY;RR;8,000.00;;
P. TUASON BLVD;QUIRINO/MURPHY;RR;10,000.00;;
P. TUASON BLVD;QUIRINO/MURPHY;CR;12,000.00;;
P. ZAMORA;QUIRINO/MURPHY;RR;8,000.00;;
PRINCETON;QUIRINO/MURPHY;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO/MURPHY;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO/MURPHY;CR;9,600.00;;
TOWNHOUSE (CCT);QUIRINO/MURPHY;RC;20,000.00;;
CONDOMINIUM;QUIRINO/MURPHY;RC;25,000.00;;
CONDOMINIUM;QUIRINO/MURPHY;CC;30,000.00;;
BARANGAY:;SILANGAN;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BLVD.;CUBAO;CR;25,000.00;;
ALBANY;CUBAO;RR;10,000.00;;
COLUMBIA;CUBAO;RR;10,000.00;;
E.GARCIA (MINNESOTA);CUBAO;RR;10,000.00;;
E.GARCIA (MINNESOTA);CUBAO;CR;12,000.00;;
LA SALLE;CUBAO;RR;10,000.00;;
MIAMI;CUBAO;RR;10,000.00;;
ILLINOIS;CUBAO;RR;10,000.00;;
15TH AVENUE;CUBAO;RR;12,000.00;;
15TH AVENUE;CUBAO;CR;15,000.00;;
NOTRE DAME;CUBAO;RR;10,000.00;;
PITTSBURGH;CUBAO;RR;10,000.00;;
ALL OTHER STREETS;CUBAO;RR;10,000.00;;
ALL OTHER STREETS;CUBAO;CR;12,000.00;;
TOWNHOUSE (CCT);CUBAO;RC;20,000.00;;
CONDOMINIUM;CUBAO;RC;25,000.00;;
CONDOMINIUM;CUBAO;CC;30,000.00;;
BARANGAY:;SOCORRO;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BLVD;CUBAO COMMERCIAL CENT;CR;45,000.00;;
B.SERRANO (SANTOLAN);CAMP AGUINALDO;CR;15,000.00;;
B.SERRANO (SANTOLAN);CAMP AGUINALDO;RR;13,000.00;;
EDSA;CUBAO;CR;45,000.00;;
CENTRAL AVENUE;CUBAO;CR;40,000.00;;
GEN. ARANETA;CUBAO;CR;45,000.00;;
GEN. AGUINALDO AVE.;AURORA -GEN MCART;CR;45,000.00;;
GEN. AGUINALDO AVE.;MC ARTHUR - P. TUASON;CR;45,000.00;;
GEN. MC ARTHUR;CUBAO;CR;40,000.00;;
GEN. MALVAR;CUBAO COMMERCIAL CENT;CR;45,000.00;;
GEN. ROMULO;AURORA BLVD - MC ARTHU;CR;50,000.00;;
GEN. ROXAS;G. ARANETA - G. ROMULO;CR;50,000.00;;
GEN. SANTOS;CUBAO COMMERCIAL CENT;CR;45,000.00;;
HARVARD;CUBAO;RR;10,000.00;;
5TH TO 14TH AVENUE;CUBAO;RR;15,000.00;;
5TH TO 7TH AVENUE;CUBAO;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
9TH TO 20TH AVENUE;CUBAO;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
15TH AVENUE;TUAZON - SANTOLAN;CR;20,000.00;;
15TH AVENUE;TUAZON - SANTOLAN;RR;18,000.00;;
15TH AVENUE;AURORA BLVD - P. TUASON;CR;28,000.00;;
15TH AVENUE;AURORA BLVD - P. TUASON;RR;20,000.00;;
LIBERTY AVE;CUBAO;RR;13,000.00;;
MAIN AVENUE;CUBAO;RR;13,000.00;;
P. TUASON;EDSA - 7TH AVENUE;CR;30,000.00;;
;7TH AVENUE - 5TH AVENUE;CR;28,000.00;;
SESSION ROAD;CUBAO;CR;40,000.00;;
STANFORD;CUBAO;RR;10,000.00;;
TIME SQUARE;CUBAO;CR;45,000.00;;
VELANTE DRIVE;CUBAO;RR;10,000.00;;
VELANTE DRIVE;CUBAO;CR;15,000.00;;
ALL OTHER STREETS;;RR;10,000.00;;
ALL OTHER STREETS;;CR;12,000.00;;
MARFI CONDO (UNION SQUARE);;RC;30,000.00;;
HONEYCOMB BUILDERS;;RC;30,000.00;;
PRINCE GREGORY DEV. CORP;;RC;30,000.00;;
PRINCE JOHN DEV.;;RC;30,000.00;;
ALL OTHER TOWNHOUSES (CCT);;RC;20,000.00;;
ALL OTHER TOWNHOUSES (CCT);;CC;22,000.00;;
ALL OTHER  CONDOMINIUMS;;RC;45,000.00;;
ALL OTHER  CONDOMINIUMS;;CC;50,000.00;;
BARANGAY:;SAINT IGNATIUS;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ASTORIA;MURPHY;RR;8,000.00;;
B.SERRANO (SANTOLAN);MURPHY;RR;8,000.00;;
1ST ST TO 4TH ST;MURPHY;RR;8,000.00;;
FORDHAM;MURPHY;RR;8,000.00;;
JAMAICA;MURPHY;RR;8,000.00;;
KATIPUNAN AVE.;MURPHY;RR;10,000.00;;
KATIPUNAN AVE.;MURPHY;CR;12,000.00;;
KAW GARDEN KEW;MURPHY;RR;8,000.00;;
RIVERA;MURPHY;RR;8,000.00;;
RIVERDALE;MURPHY;RR;8,000.00;;
WOODSIDE;MURPHY;RR;8,000.00;;
ALL OTHER STREETS;MURPHY;RR;8,000.00;;
ALL OTHER STREETS;MURPHY;CR;9,600.00;;
TOWNHOUSE (CCT);MURPHY;RC;20,000.00;;
CONDOMINIUM;MURPHY;RC;25,000.00;;
CONDOMINIUM;MURPHY;CC;30,000.00;;
BARANGAY:;TAGUMPAY;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
20TH AVENUE;QUIRINO/MURPHY;CR;12,000.00;;
20TH AVENUE;QUIRINO/MURPHY;RR;10,000.00;;
20TH AVENUE;QUIRINO/MURPHY;I;12,000.00;;
20TH AVENUE;QUIRINO/MURPHY;X;9,000.00;;
21ST AVENUE;QUIRINO/MURPHY;RR;8,000.00;;
P. TUASON;QUIRINO/MURPHY;CR;12,000.00;;
P. TUASON;QUIRINO/MURPHY;RR;10,000.00;;
CENTURY CPD;QUIRINO/MURPHY;RR;7,000.00;;
ALL OTHER STREETS;QUIRINO/MURPHY;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO/MURPHY;CR;9,600.00;;
TOWNHOUSE (CCT);QUIRINO/MURPHY;RC;20,000.00;;
CONDOMINIUM;QUIRINO/MURPHY;RC;25,000.00;;
CONDOMINIUM;QUIRINO/MURPHY;CC;30,000.00;;
BARANGAY:;UGONG NORTE;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ACROPOLIS SUBD;MURPHY;RR;25,000.00;;
ACROPOLIS SUBD;MURPHY;I;25,000.00;;
ARCADIA (CORINTHIAN GARDEN);;RR;30,000.00;;
CORINTHIAN;MURPHY;RR;30,000.00;;
E. RODRIGUEZ JR. AVE.;MURPHY;CR;15,000.00;;
E. RODRIGUEZ JR. AVE.;;RR;14,000.00;;
E. RODRIGUEZ JR. AVE.;;I;15,000.00;;
GREENMEADOWS SUBD;MURPHY;RR;25,000.00;;
GREENWICH (CORINTHIAN);;RR;30,000.00;;
ALL OTHER STREETS;;RR;25,000.00;;
ROBINSON CONDO;;CC;50,000.00;;
ALL OTHER TOWNHOUSES (CCT);;RC;32,000.00;;
ALL OTHER CONDOMINIUMS;;RC;40,000.00;;
ALL OTHER CONDOMINIUMS;;CC;45,000.00;;
ALL OTHER CONDOMINIUMS;;;;;
ALL OTHER CONDOMINIUMS;;;;;
BARANGAY:;VALENCIA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
AURORA BLVD;NEW MANILA;RR;15,000.00;;
AURORA BLVD;NEW MANILA;CR;25,000.00;;
BROADWAY;NEW MANILA;RR;13,000.00;;
BROADWAY;NEW MANILA;CR;15,000.00;;
CASTILLA;NEW MANILA;RR;9,000.00;;
CASTILLA;NEW MANILA;CR;10,000.00;;
GRANADA;NEW MANILA;RR;9,000.00;;
GRANADA;NEW MANILA;CR;10,000.00;;
N. DOMINGO;NEW MANILA;RR;10,000.00;;
N. DOMINGO;NEW MANILA;CR;13,000.00;;
VALENCIA;NEW MANILA;RR;9,000.00;;
VALENCIA;NEW MANILA;CR;10,000.00;;
1ST STREET;NEW MANILA;RR;8,000.00;;
SANTOLAN;NEW MANILA;RR;10,000.00;;
SANTOLAN;NEW MANILA;CR;12,000.00;;
ALL OTHER STREETS;NEW MANILA;RR;8,000.00;;
ALL OTHER STREETS;NEW MANILA;CR;9,600.00;;
TOWNHOUSE (CCT);NEW MANILA;RC;20,000.00;;
CONDOMINIUM;NEW MANILA;RC;25,000.00;;
CONDOMINIUM;NEW MANILA;CC;30,000.00;;
BARANGAY:;VILLA MARIA CLARA;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
J. BRACKEN;QUIRINO;RR;8,000.00;;
J. P. RIZAL;QUIRINO;RR;9,000.00;;
J. P. RIZAL;QUIRINO;CR;10,000.00;;
J. OCAMPO;QUIRINO;RR;8,000.00;;
KALANTIAO;QUIRINO;RR;8,000.00;;
PELAEZ;QUIRINO;RR;8,000.00;;
R. MATANDA;QUIRINO;RR;8,000.00;;
P. TECSON;QUIRINO;RR;8,000.00;;
S. ALVAREZ;QUIRINO;RR;8,000.00;;
T. MASCARDO;QUIRINO;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO;RR;8,000.00;;
ALL OTHER STREETS;QUIRINO;CR;9,600.00;;
TOWNHOUSE (CCT);QUIRINO;RC;20,000.00;;
CONDOMINIUM;QUIRINO;RC;25,000.00;;
CONDOMINIUM;QUIRINO;CC;30,000.00;;
CONDOMINIUM;QUIRINO;;;;
BARANGAY:;WHITE PLAINS;;;;
STREET NAME/SUBDIVISION;V I C I N I T Y;CLASSIFICATION;3RD REV. ZV/SQ.M.;;
ALTA VISTA SUBD;LOYOLA/MURPHY;RR;12,000.00;;
KATIPUNAN AVE.;MURPHY;RR;10,000.00;;
KATIPUNAN AVE.;MURPHY;CR;12,000.00;;
WHITE PLAINS SUBD;MURPHY;RR;10,000.00;;
ALL OTHER STREETS;MURPHY;RR;10,000.00;;
ALL OTHER STREETS;MURPHY;CR;12,000.00;;
TOWNHOUSE (CCT);MURPHY;RC;20,000.00;;
CONDOMINIUM;MURPHY;RC;25,000.00;;
CONDOMINIUM;MURPHY;CC;30,000.00;;
