RDO:;RDO N0. 53B - MUNTINLUPA CITY;;;;
DON JESUS BLVD.;WEST SERVICE ROAD;CR;30,000.00;;
DON JESUS BLVD.;WEST SERVICE ROAD;X;30,000.00;;
DON MANOLO BLVD;ALABANG - ZAPOTE ROAD- DON JESUS BLVD;RR;28,000.00;;
DON MANOLO BLVD;ALABANG - ZAPOTE ROAD- DON JESUS BLVD;X;28,000.00;;
EAST KABULUSAN;S EXPRESSWAY;RR;0.00;;
EAST SERVICE ROAD;CUPANG RIVER-BULI RIVER;RR;20,000.00;;
EAST SERVICE ROAD;CUPANG RIVER-BULI RIVER;CR;25,000.00;;
EAST SERVICE ROAD;CUPANG RIVER-BULI RIVER;I;23,000.00;;
EAST SERVICE ROAD;CUPANG RIVER-BULI RIVER;X;25,000.00;;
EMBASSY VILLAGE;EAST SERVICE ROAD;RR;17,000.00;;
HILLSBOROUGH;WEST SERVICE ROAD;RR;0.00;;
INTEGRAL TOWNHOMES;;RR;30,000.00;;
INTERCITY HOMES SUBDIVISION;WEST SERVICE ROAD;RR;8,000.00;;
KALIPAYAN HOMES VILLAGE;DON JESUS BLVD;RR;26,000.00;;
LAGUNA LAKESIDE;LAKESIDE- T.M. ROAD;RR;3,000.00;;
LIBERTY HOMES;INT. EAST SERVICE ROAD;RR;8,000.00;;
LIBERTY HOMES;INT. EAST SERVICE ROAD;X;8,000.00;;
MADRIGAL BUSINESS PARK 3;ALABANG HILLS VILLAGE/ PACIFIC VILLAGE;CR;75,000.00;;
MADRIGAL BUSINESS PARK 3;ALABANG HILLS VILLAGE/ PACIFIC VILLAGE;X;75,000.00;;
MINTCOR SOUTHROW TOWNHOUSES;INTERIOR WEST SERVICE ROAD;RR;15,000.00;;
MINTCOR SOUTHROW TOWNHOUSES;WEST SERVICE ROAD;CR;25,000.00;;
NATIONAL ROAD;BO. PROPER;RR;0.00;Divided into East/West Service Road (pp. 10-11);
NEW ALABANG 400;DON JESUS BLVD;RR;0.00;Properly identified as Alabang 400 Village;
PACIFIC MALAYAN SUBD;ALABANG HILLS;RR;0.00;Properly identified as Alabang 400 Village;
PACIFIC MALAYAN VILLAGE;ALABANG HILLS;RR;20,000.00;;
PACIFIC VILLAGE;ALABANG HILLS;RR;22,000.00;;
PRIMAVERA  HOMES SUBDIVISION;RIZAL VILLAGE;RR;8,000.00;;
PUROK I;TAGUIG MUNT RD;RR;0.00;Located along TM Road Barrio Proper;
PUROK V;TAGUIG MUNT RD;RR;0.00;Located along TM Road Barrio Proper;
RIZAL VILLAGE;SITIO RIZAL;RR;8,000.00;;
RIZAL VILLAGE;SITIO RIZAL;X;8,000.00;;
SAN JOSE;;RR;0.00;Properly identified as San Jose Village Subd;
SAN JOSE  VILLAGE SUBD;ELSIE GACHES;RR;15,000.00;;
SAN JOSE  VILLAGE SUBD;ELSIE GACHES;X;15,000.00;;
SITIO RIZAL;RIZAL VILLAGE;RR;8,000.00;;
SITIO SANTO NINO;SQUATTER AREA;RR;8,000.00;;
SOUTH EXPRESSWAY;TOLL GATE-BULI BDRY;RR;0.00;Divided into East/West Service Road (pp. 10-11);
TIERRA NUEVA SUBDIVISION;ALABANG ZAPOTE ROAD;RR;15,000.00;;
TIERRA NUEVA SUBDIVISION;ALABANG ZAPOTE ROAD;X;15,000.00;;
T.M. ROAD -LAGUNA LAKESIDE;LAKESIDE- T.M. ROAD;RR;3,000.00;;
TM ROAD / PRES. MANUEL L. QUEZON - PNR SIDE;T.M.ROAD-PNR SIDE;RR;5,000.00;;
TUKLAS CPD;RAILROAD;RR;0.00;Divided into East/West Service Road (pp. 10-11);
VILLA DONATA;SAN JOSE SUBD.;RR;15,000.00;;
WEST KABULUSAN;S EXPRESSWAY;RR;0.00;Properly identified as Pacific Malayan Village (p.10);
WEST SERVICE ROAD;CUPANG RIVER - BULI RIVER;RR;17,000.00;;
WEST SERVICE ROAD;CUPANG RIVER - BULI RIVER;CR;25,000.00;;
WEST SERVICE ROAD;CUPANG RIVER - BULI RIVER;I;23,000.00;;
WEST SERVICE ROAD;CUPANG RIVER - BULI RIVER;X;25,000.00;;
ALL OTHER STREETS;;RR;8,000.00;;
ALL OTHER STREETS;;CR;25,000.00;;
ALL OTHER STREETS;;I;23,000.00;;
ALL OTHER STREETS;;X;8,000.00;;
CONDOMINIUMS AND TOWNHOUSES;;;;;
ASIA ENCLAVES CONDO;WEST SERVICE ROAD;RC;55,000.00;;
ASIA ENCLAVES CONDO;WEST SERVICE ROAD;CC;65,000.00;;
ASIA ENCLAVES CONDO;WEST SERVICE ROAD;PS;48,000.00;;
AVIDA TOWERS ALABANG;ALABANG-ZAPOTE RD;RC;55,000.00;;
AVIDA TOWERS ALABANG;ALABANG-ZAPOTE RD;CC;65,000.00;;
AVIDA TOWERS ALABANG;ALABANG-ZAPOTE RD;PS;48,000.00;;
CAPRI CONDO;CUPANG RIVER - BULI RIVER;RC;30,000.00;;
CAPRI CONDO;CUPANG RIVER - BULI RIVER;PS;25,000.00;;
LA RESIDENCIA;;RC;50,000.00;;
LA RESIDENCIA;;CC;60,000.00;;
LA RESIDENCIA;BUENCAMINO, ALABANG;RC;40,000.00;;
TITO JOVER TOWER;BUENCAMINO, ALABANG;RC;40,000.00;;
TITO JOVER TOWER;BUENCAMINO, ALABANG;CC;50,000.00;;
TITO JOVER TOWER;BUENCAMINO, ALABANG;PS;35,000.00;;
TITO JOVY TOWNHOUSE;BF HOMES PH VI;RC;40,000.00;;
BARANGAY:;POBLACION;;;;
ALONG PHILIPPINE NATIONAL RAILWAYS;BARRIO PROPER;RR;6,000.00;;
CAMELLA HOMES IV;KATIHAN;RR;8,000.00;;
COUNTRY HOMES 2;CAMELLA HOMES 4;RR;8,000.00;;
E.RODRIGUEZ SR. AVENUE;SLEX-BILIBID ROAD;RR;12,000.00;;
E.RODRIGUEZ SR. AVENUE;SLEX-BILIBID ROAD;CR;18,000.00;;
E.RODRIGUEZ SR. AVENUE;SLEX-BILIBID ROAD;I;15,000.00;;
E.RODRIGUEZ SR. AVENUE;SLEX-BILIBID ROAD;X;18,000.00;;
KATARUNGAN VILLAGE I;NBP RESERVATION;RR;8,000.00;;
KATARUNGAN VILLAGE II;NBP RESERVATION;RR;7,000.00;;
KATIHAN I & II;PUROK 1;RR;0.00;Properly identified as RIZAL ST.;
LAGUNA LAKESIDE;LAKESIDE - T.M. ROAD;RR;0.00;Located along T.M. Road;
NATIONAL ROAD;MAGDAONG RIV-BALIMBING RIVER;CR;25,000.00;;
NATIONAL ROAD;MAGDAONG RIV-BALIMBING RIVER;X;25,000.00;;
PULONG ENG-ENG;PUROK 9;RR;0.00;Properly identified as RIZAL ST.;
POBLACION PROPER;;RR;0.00;Refers to vicinity only. Streets situated therein now propely identifed;
QUEZON ST.;NATIONAL ROAD-PNR;RR;10,000.00;;
QUEZON ST.;NATIONAL ROAD-PNR;CR;18,000.00;;
QUEZON ST.;NATIONAL ROAD-PNR;X;18,000.00;;
RIZAL ST.;NBP-SLEX;RR;10,000.00;;
RIZAL ST.;NBP-SLEX;X;15,000.00;;
RIZAL ST.;SLEX-NATIONAL ROAD (KATIHAN);RR;15,000.00;;
RIZAL ST.;SLEX-NATIONAL ROAD (KATIHAN);CR;18,000.00;;
RIZAL ST.;SLEX-NATIONAL ROAD (KATIHAN);X;18,000.00;;
RIZAL ST.;NATIONAL ROAD-PNR;RR;10,000.00;;
RIZAL ST.;NATIONAL ROAD-PNR;CR;18,000.00;;
RIZAL ST.;NATIONAL ROAD-PNR;X;18,000.00;;
RIZAL ST.;PNR - TM ROAD;RR;6,000.00;;
SAMAHANG MAGKAKAPITBAHAY;MAGDAONG ST;RR;6,000.00;;
SOUTH LUZON EXPRESSWAY (SLEX);PUTATAN BOUNDARY-TUNASAN BOUNDARY;CR;25,000.00;;
SOUTH LUZON EXPRESSWAY (SLEX);PUTATAN BOUNDARY-TUNASAN BOUNDARY;I;23,000.00;;
SOUTH LUZON EXPRESSWAY (SLEX);PUTATAN BOUNDARY-TUNASAN BOUNDARY;X;20,000.00;;
SOUTHVILLE I-III;SAMPAGUITA ROAD-INSULAR PRISON ROAD;RR;6,000.00;;
T.M. ROAD- LAGUNA LAKESIDE;LAKESIDE - T.M. ROAD;RR;3,000.00;;
T.M. ROAD (SAN GUILLERMO ST) PNR SIDE;T.M.ROAD - PNR SIDE;RR;6,000.00;;
ALL OTHER STREETS;;RR;6,000.00;;
ALL OTHER STREETS;;CR;18,000.00;;
ALL OTHER STREETS;;I;15,000.00;;
ALL OTHER STREETS;;X;15,000.00;;
BARANGAY:;PUTATAN;;;;
AGRO HOMES;NATIONAL HOMES;RR;0.00;Properly identified as A & A Agro Homes (p.20);
A & A AGRO HOMES;INT. NATIONAL ROAD;RR;8,000.00;;
ALMAN VILLE SUBDIVISION;SUMMIT VILLE;RR;8,000.00;;
ALONG PHILIPPINE NATIONAL RAILWAYS;BARRIO PROPER;RR;6,000.00;;
BAGONG SIBOL;PASONG MAKIPOT;RR;8,000.00;;
BAYFAIR SUBDDIVISION;INT. BRUGER ROAD;RR;9,000.00;;
BRUGER SUBDIVISION;RAILROAD;RR;10,000.00;;
BRUGER SUBDIVISION;RAILROAD;X;10,000.00;;
CAMELLA HOMES;SOLDIER HILLS;RR;0.00;Subdivided into Camella Homes1 & 2;
CAMELLA HOMES 1;SOUTH SUPERVILLE SUBD;RR;10,000.00;;
CAMELLA HOMES 2;SOLDIER'S HILLS;RR;10,000.00;;
CAMELLA HOMES II-D;SOLDIER'S HILLS;RR;10,000.00;;
CAMELLA HOMES II- E;SOLDIER'S HILLS;RR;10,000.00;;
CAMELLA HOMES IV-B;BALIMBING RIVER;RR;10,000.00;;
CAMELLA TOWNHOMES 1;CAMELLA HOMES I;RR;10,000.00;;
CAMELLA TOWNHOMES 2;SOUTH SUPERVILLE SUBD;RR;10,000.00;;
COUNTRY HOMES/CERF TOWNHOMES;SLEX;RR;12,000.00;;
ESPORLAS CPD;F. DE MESA ELEM SCHOOL;RR;8,000.00;;
ESPORLAS CPD;F. DE MESA ELEM SCHOOL;X;8,000.00;;
EXPRESS VIEW VILLAS;SLEX;RR;12,000.00;;
F DE MESA;FREEDOM HILLS;RR;0.00;Located within Freedom Hills Subd.;
FREEDOM HILLS SUBDIVISION;INT. NATIONAL ROAD;RR;10,000.00;;
FREEWILL SUBDIVISION;INT. TM ROAD;RR;10,000.00;;
GONZALES CPD;SUMMIT VILLE;RR;0.00;Located within Summitville Subd. (p.14);
GRUENVILLE SUBDIVISION;BRUGER ROAD;RR;10,000.00;;
HILLS VIEW;INT. NATIONAL ROAD;RR;10,000.00;;
JAYSONVILLE  SUBDIVISION;INT. NATIONAL ROAD;RR;10,000.00;;
JAYSONVILLE  SUBDIVISION;INT. NATIONAL ROAD;X;10,000.00;;
JOAS MERRY SUBDIVISION;BRUGER SUBD;RR;10,000.00;;
JOAS MERRY SUBDIVISION;BRUGER SUBD;X;10,000.00;;
JPA SUBD;MANILA SOUTH ROAD;RR;0.00;Located in BRGY TUNASAN.;
JRS CMPD/SORIANO VILLE;INT. TM ROAD (TAGUIG MUNT. ROAD);RR;10,000.00;;
LA CHARINA HEIGHTS;SLEX;RR;10,000.00;;
LAGUNA LAKESIDE;LAKESIDE - T.M. ROAD;RR;0.00;Located along T.M. Road (p.14);
LAKEVIEW I & II;MUNT HOMES II;RR;0.00;Located along T.M. Road (p.14);
LAKEVIEW HOMES I SUBDIVISION;INT. NATIONAL ROAD;RR;8,000.00;;
LAKEVIEW HOMES I SUBDIVISION;INT. NATIONAL ROAD;X;8,000.00;;
LAKEVIEW HOMES II  SUBDIVISION;INT. TM ROAD;RR;8,000.00;;
LAS VEGAST ST;INT. NATIONAL ROAD;RR;8,000.00;;
LITE HOMES SUBD.;BRUGER ROAD;RR;10,000.00;;
MIDLAND SUBDIVISION;GRUENVILLE;RR;10,000.00;;
MULTILAND I & 2 SUBDIVISION;GRUENVILLE;RR;10,000.00;;
MUNTING NAYON;SUMMITVILLE;RR;10,000.00;;
MUTUAL HOMES;SOLDIERS HILLS;RR;0.00;Subdivided into Mutual Homes I & II and Mutual Homes III (p.13);
MUTUAL HOMES I & II;SOLDIERS HILLS;RR;10,000.00;;
MUTUAL HOMES III;SOLDIERS HILLS;RR;10,000.00;;
NATIONAL ROAD;BALIMBING - BAYANAN BOUNDARY;RR;15,000.00;;
NATIONAL ROAD;BALIMBING - BAYANAN BOUNDARY;CR;25,000.00;;
NATIONAL ROAD;BALIMBING - BAYANAN BOUNDARY;X;25,000.00;;
NHA HOUSING COMPOUND;SOLDIERS HILLS;RR;10,000.00;;
NUWHRAIN HOMES SUBDIVISION;BRUGER ROAD;RR;10,000.00;;
PARK HOMES P-I;MANILA SOUTH ROAD;RR;0.00;Located in BRGY TUNASAN.;
PASONG MAKIPOT;MUNTINLUPA - CAVITE BDRY;RR;8,000.00;;
PATDU COMPOUND;SOUTH GREENHEIGHTS;RR;8,000.00;;
PRIMAVERA VILLAS;SOUTH SUPERVILLE SUBD;RR;10,000.00;;
PUPA COMPOUND;SUMMITVILLE;RR;10,000.00;;
RCE HOMES;SOLDIERS HILLS;RR;10,000.00;;
SAN FRANCISCO ST;INT. NATIONAL ROAD;RR;8,000.00;;
SOLDIERS HILLS VILLAGES;NATIONAL ROAD TO SLEX;RR;8,000.00;;
SOLDIERS HILLS VILLAGES;NATIONAL ROAD TO SLEX;CR;15,000.00;;
SOLDIERS HILLS VILLAGES;NATIONAL ROAD TO SLEX;X;15,000.00;;
SOUTH GREENHEIGHTS SUBDIVISION;CAMELLA HOMES I;RR;10,000.00;;
SOUTH SUPERVILLE SUBDIVISION;CAMELLA HOMES II;RR;10,000.00;;
SUMMITVILLE SUBDIVISION;INT. NATIONAL ROAD;RR;10,000.00;;
SUMMITVILLE SUBDIVISION;INT. NATIONAL ROAD;X;10,000.00;;
TABERA COMPOUND;RAILROAD;RR;0.00;Located along Philippine National Railways (p.13);
TAGUIG MUNT ROAD;LAGUNA LAKE;RR;0.00;Located in BRGY TUNASAN.;
T.J. DIAZ TOWNHOMES;BACK OF BLISS;RR;8,000.00;;
T.M. ROAD- LAGUNA LAKESIDE;LAKESIDE - T.M. ROAD;RR;3,000.00;;
TM ROAD (SAN GUILLERMO ST) PNR SIDE;T.M.ROAD-PNR SIDE;RR;5,000.00;;
TOP HILLS SUBDIVISION;LAKEVIEW I;RR;8,000.00;;
TREELANE PARK SUBD;INT. NATIONAL ROAD;RR;8,000.00;;
UMALI ESTATE;SUMMITVILLE;RR;0.00;Located within Summitville Subd.;
VERONICA VILLAS;SLEX;RR;12,000.00;;
ALL OTHER STREETS;;RR;6,000.00;;
ALL OTHER STREETS;;CR;15,000.00;;
ALL OTHER STREETS;;X;8,000.00;;
CONDOMINIUMS AND TOWNHOUSES;;;;;
DOÑA  SEGUNDINA TOWNHOUSE;INT. NATIONAL ROAD;RC;25,000.00;;
VM TOWNHOMES;SOLDIERS HILLS;RC;23,000.00;;
ALMAN TOWNHOUSE;SUMMITVILLE;RC;23,000.00;;
BARANGAY:;SUCAT;;;;
ALONG PHILIPPINE NATIONAL RAILWAYS;SUCAT ROAD;RR;6,000.00;;
BAYVIEW SUBD;DONA ROSARIO;RR;0.00;Properly iidentified as Don Juan Bayview Subd.;
BRITTANY BAY / LA POSADA;POSADAS VILLAGE;RR;24,000.00;;
CORINTHIAN VILLAS;POSADAS VILLAGE;RR;24,000.00;;
DON JUAN BAYVIEW SUBD.;TM ROAD;RR;12,000.00;;
DOÑA ROSARIO BAYVIEW SUBD.;DON JUAN BAYVIEW;RR;15,000.00;;
DONA ROSARIO HEIGHTS SUBD.;POSADAS VILLAGE;RR;15,000.00;;
DONA ROSARIO HEIGHTS SUBD.;POSADAS VILLAGE;X;15,000.00;;
EAST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;RR;17,000.00;;
EAST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;CR;25,000.00;;
EAST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;I;23,000.00;;
EAST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;X;25,000.00;;
LAGUNA LAKESIDE;LAKESIDE - T.M. ROAD;RR;0.00;Located along T.M. Road;
LA POSADA SUBDIVISION;;RR;16,000.00;;
MARINA HEIGHTS;BRITTANY;RR;24,000.00;;
NEW VICTORIANNE ROW;LA POSADA;RR;16,000.00;;
PATIO HOMES;POSADAS VILLAGE;RR;15,000.00;;
POSADAS VILLAGE;SLEX;RR;15,000.00;;
SAMAHANG  PAGKAKAISA;MERALCO STATION;RR;8,000.00;;
SAMSON ROAD;WEST SERVICE ROAD;RR;17,000.00;;
SAMSON ROAD;WEST SERVICE ROAD;CR;22,000.00;;
SAMSON ROAD;WEST SERVICE ROAD;I;20,000.00;;
SAMSON ROAD;WEST SERVICE ROAD;X;22,000.00;;
SOUTH EXPRESSWAY;BULI RIV-MUNTI-P'QUE BDRY;RR;0.00;Divided into East /West Service roads;
SUCAT ROAD;SUCAT INTERCHANGE-MRR RD;RR;17,000.00;;
SUCAT ROAD;SUCAT INTERCHANGE-MRR RD;CR;22,000.00;;
SUCAT ROAD;SUCAT INTERCHANGE-MRR RD;I;20,000.00;;
SUCAT ROAD;SUCAT INTERCHANGE-MRR RD;X;22,000.00;;
T.M. ROAD- LAGUNA LAKESIDE;LAKESIDE - T.M. ROAD;RR;3,000.00;;
T M ROAD (PRES MANUEL L. QUEZON);T.M. ROAD - PNR SIDE;RR;5,000.00;;
VICTORIANNE ROW 2;;RR;16,000.00;;
VILLONCO ST.;WEST SERVICE RD;RR;17,000.00;;
VILLONCO ST.;WEST SERVICE RD;CR;22,000.00;;
VILLONCO ST.;WEST SERVICE RD;I;20,000.00;;
WEST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;RR;17,000.00;;
WEST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;CR;25,000.00;;
WEST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;I;23,000.00;;
WEST SERVICE ROAD;BULI RIVER-MUNTI-P'QUE BDRY;X;25,000.00;;
ALL OTHER STREETS;;RR;6,000.00;;
ALL OTHER STREETS;;CR;22,000.00;;
ALL OTHER STREETS;;I;20,000.00;;
ALL OTHER STREETS;;X;15,000.00;;
CONDOMINIUMS AND TOWNHOUSES;;;;;
BELLINI CONDO;PRESIDIO BRITTANY BAY;RC;45,000.00;;
BELLINI CONDO;PRESIDIO BRITTANY BAY;CC;55,000.00;;
BELLINI CONDO;PRESIDIO BRITTANY BAY;PS;40,000.00;;
BLOSSOM ESTATE INC.;WEST SERVICE ROAD;RC;40,000.00;;
BLOSSOM ESTATE INC.;WEST SERVICE ROAD;CC;50,000.00;;
BLOSSOM ESTATE INC.;WEST SERVICE ROAD;PS;35,000.00;;
CENTROPOLIS COMMUNITIES;VILLONCO;RC;40,000.00;;
CENTROPOLIS COMMUNITIES;VILLONCO;CC;50,000.00;;
CENTROPOLIS COMMUNITIES;VILLONCO;PS;35,000.00;;
DA VINCI TOWER CONDO;PRESIDIO BRITTANY BAY;RC;40,000.00;;
DA VINCI TOWER CONDO;PRESIDIO BRITTANY BAY;CC;50,000.00;;
DA VINCI TOWER CONDO;PRESIDIO BRITTANY BAY;PS;35,000.00;;
DA VINCI TOWER CONDO;PRESIDIO BRITTANY BAY;RC;50,000.00;;
DA VINCI TOWER CONDO;PRESIDIO BRITTANY BAY;CC;60,000.00;;
DA VINCI TOWER CONDO;PRESIDIO BRITTANY BAY;PS;40,000.00;;
MARFORI TOWER;LAKEFRONT SUCAT;RC;45,000.00;;
MARFORI TOWER;LAKEFRONT SUCAT;CC;55,000.00;;
MARFORI TOWER;LAKEFRONT SUCAT;PS;40,000.00;;
MICHAELANGELO TOWER;PRESIDIO BRITTANY BAY;RC;45,000.00;;
MICHAELANGELO TOWER;PRESIDIO BRITTANY BAY;CC;55,000.00;;
MICHAELANGELO TOWER;PRESIDIO BRITTANY BAY;PS;40,000.00;;
MONET TOWER CONDO;PRESIDIO BRITTANY BAY;RC;45,000.00;;
MONET TOWER CONDO;PRESIDIO BRITTANY BAY;CC;55,000.00;;
MONET TOWER CONDO;PRESIDIO BRITTANY BAY;PS;40,000.00;;
PICASSO TOWER;PRESIDIO BRITANNY BAY;RC;45,000.00;;
PICASSO TOWER;PRESIDIO BRITANNY BAY;CC;55,000.00;;
PICASSO TOWER;PRESIDIO BRITANNY BAY;PS;40,000.00;;
PRESIDIO CONDO;PRESIDIO BRITTANY BAY;RC;50,000.00;;
PRESIDIO CONDO;PRESIDIO BRITTANY BAY;CC;60,000.00;;
PRESIDIO CONDO;PRESIDIO BRITTANY BAY;PS;45,000.00;;
REMBRANT TOWER;PRESIDIO BRITTANY BAY;RC;45,000.00;;
REMBRANT TOWER;PRESIDIO BRITTANY BAY;CC;55,000.00;;
REMBRANT TOWER;PRESIDIO BRITTANY BAY;PS;40,000.00;;
RENOIR TOWER CONDO;PRESIDIO BRITTANY BAY;RC;50,000.00;;
RENOIR TOWER CONDO;PRESIDIO BRITTANY BAY;CC;55,000.00;;
RENOIR TOWER CONDO;PRESIDIO BRITTANY BAY;PS;45,000.00;;
SOLANO HILLS 1-6;V ILLONCO ROAD;RC;40,000.00;;
SOLANO HILLS 1-6;V ILLONCO ROAD;CC;45,000.00;;
SOLANO HILLS 1-6;V ILLONCO ROAD;PS;35,000.00;;
TRIBECA 1;INT EAST SERVICE ROAD;RC;60,000.00;;
TRIBECA 1;INT EAST SERVICE ROAD;CC;65,000.00;;
TRIBECA 1;INT EAST SERVICE ROAD;PS;50,000.00;;
TRIBECA 2;INT EAST SERVICE ROAD;RC;60,000.00;;
TRIBECA 2;INT EAST SERVICE ROAD;CC;65,000.00;;
TRIBECA 2;INT EAST SERVICE ROAD;PS;50,000.00;;
TRIBECA 3;INT EAST SERVICE ROAD;RC;60,000.00;;
TRIBECA 3;INT EAST SERVICE ROAD;CC;65,000.00;;
TRIBECA 3;INT EAST SERVICE ROAD;PS;50,000.00;;
TRIBECA BRYANT PLACE 3;INT EAST SERVICE ROAD;RC;60,000.00;;
TRIBECA BRYANT PLACE 3;INT EAST SERVICE ROAD;CC;65,000.00;;
TRIBECA BRYANT PLACE 3;INT EAST SERVICE ROAD;PS;50,000.00;;
WATERFUN CONDO;SUCAT WEST SERVICE ROAD;RC;40,000.00;;
WATERFUN CONDO;SUCAT WEST SERVICE ROAD;CC;45,000.00;;
WATERFUN CONDO;SUCAT WEST SERVICE ROAD;PS;35,000.00;;
BARANGAY:;TUNASAN;;;;
ABBY'S PLACE;SUSANA HEIGHTS;RR;8,000.00;;
AGUILA VILLAGE;SUSANA HEIGHTS;RR;10,000.00;;
ALONG PHILIPPINE NATIONAL RAILWAYS;BARRIO PROPER;RR;6,000.00;;
ARANDIA ST.;BARRIO PROPER;RR;6,000.00;;
BISMAC HOMES;ARANDIA ST.;RR;7,000.00;;
BLOOMDALES HOMES;VICTORIA HOMES;RR;10,000.00;;
BRAZILIA HEIGHTS;SUSANA HEIGHTS;RR;15,000.00;;
BUENDIA ST.-LAGUNA LAKESIDE;LAKESIDE - BUENDIA ST.;RR;3,000.00;;
BUENDIA ST. PNR SIDE;BUENDIA - PNR SIDE;RR;5,000.00;;
BUENDIA ST. PNR SIDE;BUENDIA - PNR SIDE;X;10,000.00;;
CAMELLA HOMES ALABANG  III;NATIONAL ROAD;RR;10,000.00;;
CAMELLA  RIDGEVIEW  1 & 2;VICTORIA HOMES;RR;10,000.00;;
CITY ESTATE;NATIONAL ROAD;RR;12,000.00;;
CITY ESTATE;NATIONAL ROAD;X;12,000.00;;
CITY ESTATE;NATIONAL ROAD;RR;10,000.00;;
CITY ESTATE;NATIONAL ROAD;CR;15,000.00;;
CITY ESTATE;NATIONAL ROAD;I;13,000.00;;
CITY ESTATE;NATIONAL ROAD;X;15,000.00;;
J.P.A. SUBD;NATIONAL ROAD;RR;12,000.00;;
J.P.A. SUBD;NATIONAL ROAD;X;12,000.00;;
LA GUERTA COMPOUND;STO. NIÑO VILLAGE;RR;10,000.00;;
LAGUNA LAKESIDE;LAKESIDE - BUENDIA ST.;RR;0.00;Located along Buendia street;
LAKE SHORE SUBDIVISION;INT. BUENDIA ST;RR;10,000.00;;
LINDENWOOD RESIDENCES  SUBD.;SUSANA HEIGHTS SUBD.;RR;15,000.00;;
LINDENWOOD RESIDENCES  SUBD.(PH 2);SUSANA HEIGHTS SUBD.;RR;15,000.00;;
LODORA VILLAGE;NATIONAL ROAD;RR;15,000.00;;
NATIONAL ROAD;MAGDAONG RIVER-SAN PEDRO RIVER;RR;15,000.00;;
NATIONAL ROAD;MAGDAONG RIVER-SAN PEDRO RIVER;CR;25,000.00;;
NATIONAL ROAD;MAGDAONG RIVER-SAN PEDRO RIVER;I;23,000.00;;
NATIONAL ROAD;MAGDAONG RIVER-SAN PEDRO RIVER;X;25,000.00;;
MIDLAND II SUBDIVISION;INT. BUENDIA ST;RR;8,000.00;;
PARCO BELLO SUBDIVISION;;RR;15,000.00;;
PARKHOMES SUBDIVISION;NATIONAL ROAD;RR;12,000.00;;
PITONG GATANG;BARRIO PROPER;RR;0.00;Properly identified as Arandia St.;
PLANAS CPD;MANILA SOUTH ROAD;RR;0.00;Located within PLANAS VILLA;
PLANAS VILLA;NATIONAL ROAD;RR;10,000.00;;
R.M. TIOSEJO IND'L COMPLEX;INT. NATIONAL ROAD;I;15,000.00;;
R.M. TIOSEJO RESIDENTIAL SUBD.;;RR;10,000.00;;
REGALAS CPD;MANILA SOUTH ROAD;RR;0.00;Located within VILLA CAROLINA;
SANTO NINO VILLAGE;MANILA SOUTH ROAD;RR;0.00;Subdivided into Santo Nino Village 1,2,3,& 4;
SANTO NIÑO VILLAGE 1-3;ALONG PNR;RR;6,000.00;;
SANTO NIÑO VILLAGE 4;INT. NATIONAL ROAD;RR;6,000.00;;
SITIO SALVACION;MANILA SOUTH ROAD;CR;0.00;Located within PLANAS VILLA;
SOUTH LUZON EXPRESSWAY (SLEX);POBLACION - SAN PEDRO BDRY;RR;15,000.00;;
SOUTH LUZON EXPRESSWAY (SLEX);POBLACION - SAN PEDRO BDRY;CR;25,000.00;;
SOUTH LUZON EXPRESSWAY (SLEX);POBLACION - SAN PEDRO BDRY;I;23,000.00;;
SOUTH LUZON EXPRESSWAY (SLEX);POBLACION - SAN PEDRO BDRY;X;25,000.00;;
SOUTH EXPRESSWAY;POBLACION - SAN PEDRO;RR;0.00;Subdivided into Santo Nino Village 1,2,3,& 4;
SUSANA HEIGHTS SUBDIVISION;S EXPRESSWAY;RR;12,000.00;;
SUSANA HEIGHTS SUBDIVISION;S EXPRESSWAY;X;12,000.00;;
T M ROAD;LAGUNA LAKE;RR;0.00;Located along Buendia street;
TIOSEJO SUBD;RODRIGUEZ;RR;10,000.00;;
TIOSEJO SUBD;RODRIGUEZ;I;15,000.00;;
VICTORIA HOMES SUBDIVISION;SUSANA HEIGHTS;RR;8,000.00;;
VICTORIA HOMES SUBDIVISION;SUSANA HEIGHTS;X;10,000.00;;
VILLA CAROLINA 1;NATIONAL ROAD;RR;10,000.00;;
VILLA CAROLINA 2;INT. RODRIGUEZ ST.;RR;8,000.00;;
ALL OTHER STREETS;;RR;6,000.00;;
ALL OTHER STREETS;;CR;15,000.00;;
ALL OTHER STREETS;;I;13,000.00;;
ALL OTHER STREETS;;X;10,000.00;;
